DISCIPLINE,ASSO_NOM,site web,QUARTIERS,COMPLEXE,UNITE FONCTIONNELLE,RUE_LIBELLE,UF_CP,UF_Commune,0-3ans,3-6ans,6-12ans,12-15ans,juniors16-20ans,adultes,séniors,handicapés,geolocalisation,
kung-Fu,MIDI PYRENEES SHAOLIN SI WASHU QUAN - ECOLE SHI MIAOFENG,shaolinmidipyrenees.org,Arnaud Bernard,COMPLEXE PRIVÉ,Planet Gym,Rue Urbain Vitry,31000.0,TOULOUSE,Non,Non,Non,Non,Non,Non,Non,Non,43.606425, 1.439734
ALPINISME,ASPTT GRAND TOULOUSE OMNISPORT,perso.wanadoo.fr/d.hoizey,,Extérieurs de Toulouse,Le Caroux,,,Au Caroux,Non,Non,Non,Non,Non,Oui,Oui,Non,43.604268, 1.441019
ALPINISME,CLUB ALPIN FRANCAIS DE TOULOUSE,caftoulouse.free.fr,,Extérieurs de Toulouse,Les Alpes,,,Dans les Alpes,Non,Non,Non,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
ALPINISME,CLUB ALPIN FRANCAIS DE TOULOUSE,caftoulouse.free.fr,,Extérieurs de Toulouse,Les Pyrénées,,,Dans les Pyrénées,Non,Non,Non,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
WATER-POLO,STADE TOULOUSAIN NATATION,www.stadetoulousainnatation.fr,Bellefontaine,ALBAN MINVILLE,PISCINE ALBAN MINVILLE,Allée de Bellefontaine,31100.0,TOULOUSE,Non,Non,Oui,Non,Oui,Oui,Non,Non,43.617538, 1.4336069999999999
pétanque,AMICALE PETANQUE CLUB DES RAVELINS,,Patte d'Oie,BATIMENTS SUR DOMAINE PUBLIC,BOULODROME PL DU RAVELIN,Place du Ravelin,31300.0,TOULOUSE,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.598748, 1.428573
roller,ROLLER DERBY TOULOUSE,www.rollerderbytoulouse.com,,,,,,,Non,Non,Non,Non,Non,Oui,Non,Non,43.604268, 1.441019
rugby,FCTT - FOOTBALL CLUB TOAC TOEC,www.fcttrugby.com,Casselardit,STADE DU TOEC,STADE DU TOEC,Rue Ernest Dufer,31300.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Non,Oui,Non,43.597143, 1.403025
ski alpin,SKI AFPA TOULOUSE,skiafpa.free.fr,,Extérieurs de Toulouse,Les Pyrénées,,,Dans les Pyrénées,Non,Non,Non,Non,Oui,Oui,Oui,Non,,
BOULES LYONNAISES,TEC - Toulouse Electrogaz Club,jean.marc.fochesato@cegetel.net,Amidonniers,Complexe du TEC,Boulodrome du Bazacle,Impasse du Ramier des Catalans,31000.0,Toulouse,Non,Non,Non,Oui,Oui,Oui,Oui,Non,,
tae kwon do,TAEKWONDO CLUB BORDEROUGE,taekwondo.borderouge.free.fr,Croix Daurade,COMPLEXE PRIVÉ,Dojo de Borderouge,Rue Hubert Monloup,,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,43.577778, 1.482932
tennis,TUC OMNISPORTS- Toulouse Université Club,www.tuc.asso.fr,Ramier,Stade Universitaire Daniel Faucher,Tennis Stade Universitaire Daniel Faucher,Allée du Professeur Camille Soula,31400.0,Toulouse,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.580038, 1.435198
tir sportif,TIR SPORTIF TOULOUSE BESSIERES,,,COMPLEXE PRIVÉ,Stand de la Forêt,,31660.0,Bessières,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,43.778738, 1.632528
VOLLEY BALL,ASSOCIATION STADE TOULOUSAIN RUGBY,,Faourette,ENSEMBLE LA FAOURETTE,GYMNASE LA FAOURETTE,Rue Paul Lambert,31100.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.726141, 1.358528
CAPOEIRA,GINGA NAGO TOULOUSE,www.ginganagotoulouse.com,,,,,,,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,43.604268, 1.441019
BADMINTON,TCMS OMNISPORT - TOULOUSE CHEMINOT MARENGO SPORTS,,Juncasse - Argoulets,Complexe du TCMS,Gymnase Surcouf,Avenue de l' Hers,31500.0,Toulouse,Non,Non,Non,Non,Oui,Oui,Non,Non,43.613425, 1.478851
BASKET-BALL,ASVEC Toulouse Mirail,,Reynerie,ENSEMBLE SPORT EDUCAT REYNERIE,COSEC REYNERIE,Cheminement Jean-François Lesueur,31100.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.568918, 1.406585
BOWLING,TOAC - TOULOUSE OLYMPIQUE AVIATION CLUB - OMNISPORT,bowling.toac.free.fr,Minimes,COMPLEXE PRIVÉ,Bowling des Minimes,Avenue des Minimes,31200.0,Toulouse,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.600098, 1.322538
CYCLOTOURISME,TUC OMNISPORTS- Toulouse Université Club,www.tuc.asso.fr,,COMPLEXE PRIVÉ,Université de Toulouse Mirail,,31058.0,Toulouse cédex 9,Non,Non,Non,Non,Oui,Oui,Non,Non,43.604268, 1.441019
DANSE DE SALON / DANSE PAR COUPLES,VIRE ET VOLTE,www.virevolte.fr,Les Pradettes,GROUPE SCOL FERDINAND LESSEPS,GYMNASE DES PRADETTES,Rue Ferdinand de Lesseps,31100.0,TOULOUSE,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.578802, 1.383944
danses artistiques,ENTRECHAT,croixdepierreculture@free.fr,Croix de Pierre,COMPLEXE PRIVÉ,Entrechat,Rue Lafage,,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.584808, 1.4264649999999999
gymnastique volontaire,UEREPS - Gymnase Volontaire,,Sauzelong - Rangueil,ENSEMBLE RANGUEIL,COSEC RANGUEIL,Chemin du Canal,31400.0,TOULOUSE,Non,Non,Non,Non,Non,Oui,Oui,Non,43.572931, 1.463274
FOOTBALL,JEUNESSE SPORTIVE DES PRADETTES,www.jstpradettes.com,Les Pradettes,GROUPE SCOL FERDINAND LESSEPS,TERRAIN DE FOOTBALL DES PRADETTES,Rue Ferdinand de Lesseps,31100.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.578802, 1.383944
FOOTBALL,UNION SPORTIVE DE POUVOURVILLE,pouvourvillefoot.fr,Pouvourville,EQUIP QUARTIER POUVOURVILLE,TERRAIN DE SPORT DE POUVOURVILLE,Impasse de Sarrangines,31400.0,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.550403, 1.45051
MUSCULATION - HALTEROPHILIE,TOULOUSE HALTERO CLUB,,Carmes,COLLEGE CLEMENCE ISAURE ANNEXE,GYMNASE FABRE,Avenue de la Garonnette,31000.0,TOULOUSE,Non,Non,Non,Oui,Oui,Oui,Oui,Oui,43.609048, 1.4601579999999998
tennis de table,TOAC section TENNIS DE TABLE,www.toac-tt.fr,,,,,,,Non,Non,Non,Non,Non,Non,Non,Oui,43.604268, 1.441019
JUDO,ASCGMP - ASSOCIATION SPORTIVE & CULTURELLE DE LA GENDARMERIE MIDI PYRENEES - SECTION COURREGE,,,,,,,,Non,Oui,Oui,Oui,Non,Non,Non,Non,,
JUDO,ASEAT,www.aseat.fr,Juncasse - Argoulets,Complexe ASEAT,Installations CEAT,Rue d' Oran,31500.0,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,43.615771, 1.470962
JUDO,JUDO OLYMPIA GYM,olympiagym.free.fr,Matabiau,COMPLEXE PRIVÉ,Judo Olympia Gym,Rue Caffarelli,31000.0,Toulouse,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.608465, 1.450373
JUDO,TOULOUSE JUDO,www.toulousejudo,,,,,,,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,43.604268, 1.441019
KALARIPPAYAT,ASSOCIATION FRANCAISE DE KALARIPPAYAT,,,,,,,,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.604268, 1.441019
KENJUTSU,ASSOCIATION ALIZARINE,shintaidotoulouse.wordpress.com,La Fourguette,COMPLEXE SPORTIF DE GIRONIS,GYMNASE GIRONIS,Rue de Gironis,31100.0,TOULOUSE,Non,Non,Non,Oui,Oui,Oui,Oui,Non,43.619623, 1.4433129999999998
NATATION,LES DAUPHINS DU TOEC,www.lesdauphinsdutoec.com,Saint Michel,ENSEMBLE BERTHELOT CALAS,PISCINE ROGER PRADIE,Rue des Saules,31400.0,TOULOUSE,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.607986, 1.438383
WATER-POLO,STADE TOULOUSAIN NATATION,www.stadetoulousainnatation.fr,Rangueil - CHR - Facultés,ENSEMBLE SPORTIF BELLEVUE,PISCINE BELLEVUE,Chemin de la Salade Ponsan,31400.0,TOULOUSE,Non,Non,Oui,Non,Oui,Oui,Non,Non,,
pétanque,CLUB PETANQUE RONDE D'EMPALOT,,Empalot,GROUPE SCOLAIRE LEO LAGRANGE,BOULODROME EMPALOT,Allée Henri Sellier,31400.0,TOULOUSE,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.577391, 1.438638
pétanque,LA BOULE D'ARGENT,,Sauzelong - Rangueil,ENSEMBLE SAOUZELOUNG,BOULODROME SAOUZELOUNG,Rue Jeanne Marvig,31400.0,TOULOUSE,Non,Non,Non,Non,Non,Oui,Oui,Non,43.579592, 1.4619149999999999
retraite sportive,ASTIG - Association Sportive Toulouse Inter Générations,,Saint Aubin - Dupuy,ENSEMBLE LEO LAGRANGE,GYMNASE LEO LAGRANGE,Rue des Sept Troubadours,31000.0,TOULOUSE,Non,Non,Non,Non,Non,Non,Oui,Non,43.606578999999996, 1.451622
rugby,TUC section RUGBY XV,www.tuc.asso.fr,,,,,,,Non,Non,Non,Oui,Oui,Oui,Non,Non,43.604268, 1.441019
BOXE FRANCAISE,TOULOUSE MULTI BOXE,tmboxe.free.fr,Sauzelong - Rangueil,ENSEMBLE RANGUEIL,COSEC RANGUEIL,Chemin du Canal,31400.0,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.572931, 1.463274
savate,ASVEC Toulouse Mirail,,Reynerie,ENSEMBLE SPORT EDUCAT REYNERIE,COSEC REYNERIE,Cheminement Jean-François Lesueur,31100.0,TOULOUSE,Non,Non,Non,Oui,Oui,Oui,Oui,Non,,
spéléologie,GROUPE SPELEOLOGIQUE DE TOULOUSE,speleotoulouse.free.fr,Saint Martin du Touch,COMPLEXE PRIVÉ,Espace Loisirs Arts Culture Airbus France,Route de Bayonne,31300.0,Toulouse,Non,Non,Non,Non,Non,Oui,Non,Non,43.568919, 1.423578
BOULES LYONNAISES,AMICALE BOULISTE CROIX DAURADE,,,,,,,,Non,Non,Non,Non,Non,Non,Non,Non,43.604268, 1.441019
tae kwon do,Académie des Arts Martiaux de Toulouse,,Patte d'Oie,COMPLEXE PRIVÉ,Académie des Arts Martiaux de Toulouse,Avenue de Lombez,31300.0,TOULOUSE,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.591386, 1.347076
tae kwon do,Ecole d'Arts Martiaux,teamtkd.free.fr,Arnaud Bernard,LYCEE ST SERNIN MAISON MUTILE,GYMNASE SAINT SERNIN,Place Saint Sernin,31000.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.618824, 1.433018
Qi Gong,MIDI PYRENEES SHAOLIN SI WASHU QUAN - ECOLE SHI MIAOFENG,shaolinmidipyrenees.org,Matabiau,COMPLEXE PRIVÉ,Judo Olympia Gym,Rue Caffarelli,31000.0,Toulouse,Non,Non,Non,Non,Non,Non,Non,Non,43.608465, 1.450373
tennis,ASSOCIATION SPORTIVE AIR FRANCE,,,,,,,,Non,Non,Oui,Oui,Oui,Oui,Non,Non,,
VOLLEY BALL,TAC section VOLLEY-BALL,,La Fourguette,COMPLEXE SPORTIF DE GIRONIS,GYMNASE GIRONIS,Rue de Gironis,31100.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.508691, 1.386001
YOGA,CYSO - Cercle de Yoga du Sud Ouest,www.cyso-yoga.org,,CEAT,CEAT,,31500.0,TOULOUSE,Non,Non,Non,Non,Non,Non,Non,Non,43.604268, 1.441019
AVIRON,ASPTT GRAND TOULOUSE OMNISPORT,www.asptt.com,Ginestous,Base nautique de Lalande,Base nautique de Lalande,Impasse de la Glacière,31200.0,Toulouse,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.606838, 1.4658449999999998
BADMINTON,ASPTT GRAND TOULOUSE OMNISPORT,www.toulouse.asptt.com,,,,,,,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.604268, 1.441019
BADMINTON,VOLANT CLUB TOULOUSAIN,vct.volor.org,Juncasse - Argoulets,ENSEMBLE JOLIMONT,GYMNASE BERTRAND SONCOURT,Chemin Cassaing,31500.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,43.60174, 1.384976
BASKET-BALL,ARA - Arts Rêve Action,cballaire@yahoo.fr,,,,,,,Non,Non,Non,Oui,Oui,Oui,Non,Non,43.604268, 1.441019
BOWLING,BOWLERS TOULOUSAINS,,,COMPLEXE PRIVÉ,Bowling de Labège,,31670.0,Labège,Non,Non,Non,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
BOWLING,TOULOUSE BOWLING CLUB,,Montaudran Lespinet,COMPLEXE PRIVÉ,Bowling de Montaudran,Impasse Louise Labe,,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,43.553619, 1.459303
BOXE ANGLAISE,ASVEC Toulouse Mirail,,Mirail Université,COSEC MIRAIL,COSEC DU MIRAIL,Rue Ferdinand Laulanie,31100.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,,
CYCLISME SUR ROUTE,EMPALOT VELO CLUB,perso.orange.fr/empalot.velo.club/,,,,,,,Non,Non,Non,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
CYCLO-CROSS,TOULOUSE VELO CLUB,toulouseveloclub.free.fr,,Extérieurs de Toulouse,Région Midi-Pyrénées,,,En région Midi-Pyrénées,Non,Non,Non,Oui,Oui,Oui,Oui,Oui,43.693241, 1.432396
VTT,TOAC section CYCLISME,toac.cyclisme.free.fr/,,,,,,,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.693459, 1.268659
DANSE DE SALON / DANSE PAR COUPLES,ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN,www.ascm-montaudran.com,Montaudran Lespinet,Nouveau Complexe Municipal,Centre d'animation Montaudran,Impasse Gaston Genin,31400.0,TOULOUSE,Non,Non,Non,Oui,Oui,Oui,Oui,Non,43.573964, 1.48466
éveil à la danse,ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN,www.ascm-montaudran.com,Montaudran Lespinet,Nouveau Complexe Municipal,Centre d'animation Montaudran,Impasse Gaston Genin,31400.0,TOULOUSE,Non,Oui,Non,Non,Non,Non,Non,Non,43.573964, 1.48466
gymnastique volontaire,CHATEAU DE L'HERS - gymnastique volontaire,,Château de L'Hers,ENSEMBLE SPORTIF CHATEAU HERS,GYMNASE CHATEAU DE L'HERS,Chemin de Limayrac,31500.0,TOULOUSE,Non,Non,Non,Non,Non,Oui,Oui,Non,43.589237, 1.489429
FOOTBALL,ASEAT,www.aseat.fr,Juncasse - Argoulets,Complexe ASEAT,Installations CEAT,Rue d' Oran,31500.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.615771, 1.470962
FOOTBALL,TCMS section FOOTBALL,club.sportsregions.fr/tcmsfoot,,,,,,,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,43.604268, 1.441019
full contact,SHAOLIN,shaolin-toulouse.com,,,,,,,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,43.609568, 1.497847
golf,GOLF DE TOULOUSE LA RAMEE,www.golftoulouselaramee.com,,ZONE DE LA RAMEE,GOLF DE LA RAMEE,,31170.0,TOURNEFEUILLE,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,43.583911, 1.342531
gymnastique forme et loisirs,ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN,www.ascm-montaudran.com,Montaudran Lespinet,Nouveau Complexe Municipal,Centre d'animation Montaudran,Impasse Gaston Genin,31400.0,TOULOUSE,Non,Non,Non,Non,Oui,Oui,Oui,Oui,43.573964, 1.48466
gymnastique forme et loisirs,AVENIR ETIENNE BILLIERES,,Fontaine Lestang,SALLE CHRISTINE RUMEAU,SALLE CHRISTINE RUMEAU,Rue des Turres,,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.557832, 1.259208
TUMBLING,COQUELICOT TOULOUSE GYM,www.ctgym.fr,Sauzelong - Rangueil,ENSEMBLE RANGUEIL,COSEC RANGUEIL,Chemin du Canal,31400.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.594967, 1.444373
MUSCULATION - HALTEROPHILIE,ASPTT GRAND TOULOUSE OMNISPORT,www.toulouse.asptt.com,,,,,,,Non,Non,Non,Non,Oui,Oui,Oui,Oui,43.604268, 1.441019
ATHLETISME ADAPTE (EN STADE),TOULOUSE INVALIDE CLUB,tlseic.free.fr,Minimes,STADE DES MINIMES,GYMNASE MINIMES ARNAUNE,Avenue Frédéric Estèbe,31200.0,TOULOUSE,Non,Non,Non,Non,Oui,Oui,Non,Oui,43.580039, 1.5160930000000001
JUDO ADAPTE,TCMS section JUDO,,,,,,,,Non,Non,Non,Non,Non,Non,Non,Oui,43.604268, 1.441019
karaté,ARTS MARTIAUX TOULOUSE MIRAIL,www.amtm-toulouse-karate.fr,,ENSEMBLE VALMY BELLEFONTAINE,SALLE 1 D'ARTS MARTIAUX VALMY,,31100.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
ESCALADE,ESCAPADE CLUB,escapadeclub.net,Montaudran Lespinet,COMPLEXE PRIVÉ,Salle Altissimo,Rue Jean Rodier,31400.0,Toulouse,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,43.567716, 1.487043
randonnée,ASPTT GRAND TOULOUSE OMNISPORT,perso.wanadoo.fr/d.hoizey,,Extérieurs de Toulouse,Les Alpes,,,Dans les Alpes,Non,Non,Non,Oui,Oui,Oui,Oui,Non,43.604268, 1.441019
NATATION,TAC - Toulouse Athlétic Club,,Papus,GROUPE SCOLAIRE JACQUIER,PISCINE PAPUS,Allée de Guyenne,31100.0,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.628522, 1.426857
pelote basque,ASPTT section PELOTE BASQUE,dany.briot@orange.fr,,,,,,,Non,Non,Non,Non,Non,Oui,Non,Non,43.604268, 1.441019
pétanque,PINEL PETANQUE CLUB,,Guilheméry,BATIMENTS SUR DOMAINE PUBLIC,BOULODROME PL PINEL,Place Marius Pinel,31500.0,TOULOUSE,Non,Non,Non,Oui,Oui,Oui,Oui,Non,43.602706, 1.466438
patinage artistique,TOULOUSE SPORTS DE GLACE,www.tsgpatinage.com,Juncasse - Argoulets,LES ARGOULETS,PATINOIRE FRATERNITE,Avenue de l' Hers,31500.0,TOULOUSE,Non,Non,Oui,Oui,Oui,Oui,Non,Non,43.608324, 1.498483
taï chi chuan/Qi Gong,L'UNION DES ARTS,www.uniondesarts.com,Guilheméry,COMPLEXE PRIVÉ,L'Union des Arts,Rue Clément,31500.0,Toulouse,Non,Non,Non,Non,Oui,Oui,Oui,Non,43.605744, 1.465466
taichindo,CENTRE DE TAICHINDO DE TOULOUSE,,Arnaud Bernard,LYCEE ST SERNIN MAISON MUTILE,GYMNASE SAINT SERNIN,Place Saint Sernin,31000.0,TOULOUSE,Non,Non,Non,Non,Non,Oui,Oui,Oui,43.618824, 1.433018
tennis,TUC OMNISPORTS- Toulouse Université Club,www.tuc.asso.fr,Rangueil - CHR - Facultés,ENSEMBLE SPORTIF BELLEVUE,TENNIS BELLEVUE,Chemin de la Salade Ponsan,31400.0,TOULOUSE,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,43.567271, 1.4525190000000001
